identity,labels,storage_type,processor_type,unique_id,memory,gpu_type,memory_type,storage,processor,gpu,available_processor,available_storage,name,available_region,available_memory,available_gpu,elementId
2241,Node,HDD,AMD Ryzen,0a5700b1-1c83-4682-9c4f-752a8f476257,2,NVIDIA Quadro,DDR3,2,2,2,0.6666666666666666,0.6666666666666666,ProLiant DL360 Gen10 Rack Server,china,0.6666666666666666,0.6666666666666666,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2241
2242,Node,HDD,AMD Ryzen,640c7a25-9396-4e60-8989-3dc65e39fe68,2,NVIDIA Quadro,DDR3,2,2,2,0.4,0.4,ProLiant DL360 Gen10 Rack Server,china,0.4,0.4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2242
2243,Node,eMMC Storage,AMD Ryzen,a55d1e44-e73d-42c2-8965-1c9767f093b1,32,NVIDIA GeForce RTX,DDR3,8196,30,64,5,1366,PrimeServer Rack IX Rack Server,china,5.333333333333333,10.666666666666666,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2243
2244,Node,HDD,AMD Ryzen,c0b355b1-de16-4e64-8c6b-e855eab2f266,2,NVIDIA Quadro,DDR3,2,2,2,0.3333333333333333,0.3333333333333333,ProLiant DL360 Gen10 Rack Server,china,0.3333333333333333,0.3333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2244
2245,Node,eMMC Storage,AMD Ryzen,228b0a02-6b1e-425d-b885-b4cbb42dd8dc,32,NVIDIA GeForce RTX,DDR3,8196,30,64,5,1366,PrimeServer Rack IX Rack Server,china,5.333333333333333,10.666666666666666,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2245
2246,Node,Flash Storage,AMD EPYC,29a6ee28-a1cd-4178-9e1f-1d810f90788d,8,NVIDIA Tesla,DDR6,8,6,6,1.5,2,PrimeServer Rack V Rack Server,china,2,1.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2246
2247,Node,USB Flash Drive,Intel Core i9,ab76c153-0373-4a9e-b851-1fdbfa82c8e6,22,NVIDIA GeForce GTX,DDR3,256,20,20,10,128,Precision 7920 Tower Workstation,china,11,10,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2247
2248,Node,SSD,Intel Xeon,41527ffc-cfa5-4bf4-9a53-ae9c338c1430,1,NVIDIA GeForce,DDR4,1,1,1,0.2,0.2,PowerEdge R660 Rack Server,china,0.2,0.2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2248
2249,Node,Flash Storage,AMD EPYC,379a2fcf-56df-4594-adb9-f27e8eeb8cf7,8,NVIDIA Tesla,DDR6,8,6,6,3,4,PrimeServer Rack V Rack Server,china,4,3,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2249
2250,Node,HDD,AMD Ryzen,19f51324-be16-44b4-a931-e5d2b9c546f2,2,NVIDIA Quadro,DDR3,2,2,2,0.4,0.4,ProLiant DL360 Gen10 Rack Server,china,0.4,0.4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2250
2251,Node,Cloud Storage,AMD EPYC,efba80db-b1ca-4d7c-9f3d-96e2c16c1b78,20,AMD Radeon Pro WX,DDR4,128,18,18,9,64,PrimeServer Pro Rack III Rack Server,china,10,9,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2251
2252,Node,Cloud Storage,AMD EPYC,6dc23d47-abdc-4923-94ac-8713c33f1eea,20,AMD Radeon Pro WX,DDR4,128,18,18,4.5,32,PrimeServer Pro Rack III Rack Server,china,5,4.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2252
2253,Node,Flash Memory,Intel Core i5,d4f0434e-4ae6-4194-af30-fc2af566ed0c,14,NVIDIA Quadro RTX,DDR3,32,12,12,2.4,6.4,PowerEdge R640 Rack Server,china,2.8,2.4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2253
2254,Node,Cloud Storage,AMD EPYC,239c0a72-861d-487c-8c58-fdeb3df9d2f7,20,AMD Radeon Pro WX,DDR4,128,18,18,9,64,PrimeServer Pro Rack III Rack Server,china,10,9,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2254
2255,Node,Fusion Drive,AMD Ryzen,f8ac0781-c12a-44f1-81d7-b921d91cda1d,16,AMD Radeon RX,DDR5,48,14,14,4.666666666666667,16,ProLiant DL380 Gen10 Rack Server,china,5.333333333333333,4.666666666666667,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2255
2256,Node,eMMC Storage,AMD Ryzen,1a7eecb2-d6a0-41ab-bbf9-960b1cd0c0d1,32,NVIDIA GeForce RTX,DDR3,8196,30,64,10,2732,PrimeServer Rack IX Rack Server,china,10.666666666666666,21.333333333333332,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2256
2257,Node,USB Flash Drive,Intel Core i9,7e1b2127-efe5-4f0e-b61f-4650a7905ead,22,NVIDIA GeForce GTX,DDR3,256,20,20,10,128,Precision 7920 Tower Workstation,china,11,10,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2257
2258,Node,SATA HDD,Intel Core i7,ca109ae2-d1c2-48d5-a40d-53fec09e82ee,26,AMD Radeon Pro WX,DDR7,1024,24,24,4,170.66666666666666,PowerEdge R740 Rack Server,china,4.333333333333333,4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2258
2259,Node,Flash Memory,Intel Core i5,c1226b0d-1e6b-4cb4-842c-16a8dc1a05b6,14,NVIDIA Quadro RTX,DDR3,32,12,12,4,10.666666666666666,PowerEdge R640 Rack Server,china,4.666666666666667,4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2259
2260,Node,External SSD,AMD EPYC,f1babd45-145d-4735-b84e-54fdf7e653f7,28,NVIDIA Tesla T4,DDR6,2048,26,32,26,2048,ProLiant DL325 Gen10 Rack Server,china,28,32,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2260
2261,Node,SATA SSD,Intel Core i7,75bbc485-7d29-4c0b-88d1-d1c87c4476d7,10,AMD Radeon,DDR7,16,8,8,1.6,3.2,Precision 7920 Rack Workstation,china,2,1.6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2261
2262,Node,SATA HDD,Intel Core i7,b4fc3e55-66ba-44d5-80d8-d993fccaa187,26,AMD Radeon Pro WX,DDR7,1024,24,24,6,256,PowerEdge R740 Rack Server,china,6.5,6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2262
2263,Node,Flash Storage,AMD EPYC,e265310a-5574-4a6a-8bb1-5926cb90bf9d,8,NVIDIA Tesla,DDR6,8,6,6,3,4,PrimeServer Rack V Rack Server,china,4,3,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2263
2264,Node,NAS Storage,Intel Xeon,a6b5a3e8-07ec-4272-b46e-901a29db77b4,30,AMD Radeon VII,DDR4,4096,28,48,14,2048,ThinkSystem SR530 Rack Server,china,15,24,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2264
2265,Node,NAS Storage,Intel Xeon,e9e41fc0-5e4f-4848-aa43-031d234a8dc7,30,AMD Radeon VII,DDR4,4096,28,48,28,4096,ThinkSystem SR530 Rack Server,china,30,48,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2265
2266,Node,SATA SSD,Intel Core i7,510f8782-a3bd-4b96-85aa-c9699e90e281,10,AMD Radeon,DDR7,16,8,8,4,8,Precision 7920 Rack Workstation,china,5,4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2266
2267,Node,Flash Storage,AMD EPYC,18d6e7ad-8b90-42a7-b29d-bf932802b1fc,8,NVIDIA Tesla,DDR6,8,6,6,6,8,PrimeServer Rack V Rack Server,china,8,6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2267
2268,Node,Hybrid Drive,AMD Ryzen Threadripper,71287615-e5ed-4a1b-a0f4-2f95a4ac90c5,12,NVIDIA GeForce RTX,DDR4,24,10,10,2.5,6,SuperServer 10210U Rack Server,china,3,2.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2268
2269,Node,SSD,Intel Xeon,74d23d34-6e2d-495e-a387-f0260e64dc06,1,NVIDIA GeForce,DDR4,1,1,1,1,1,PowerEdge R660 Rack Server,china,1,1,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2269
2270,Node,SATA SSD,Intel Core i7,1ed8a0ab-3bf1-4303-928d-fc6fabb02822,10,AMD Radeon,DDR7,16,8,8,1.6,3.2,Precision 7920 Rack Workstation,china,2,1.6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2270
2271,Node,SATA SSD,Intel Core i7,cc33bf3a-c9dc-44c3-9ebf-56aeca249d22,10,AMD Radeon,DDR7,16,8,8,2,4,Precision 7920 Rack Workstation,china,2.5,2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2271
2272,Node,NVMe,Intel Core i9,55e643e1-97ad-46f7-ad97-5be5069e45bd,4,AMD Radeon Pro,DDR5,4,4,4,1,1,ThinkSystem SR650 Rack Server,china,1,1,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2272
2273,Node,Cloud Storage,AMD EPYC,150d3e01-1bd9-4c11-a03f-baf3a7d86ad1,20,AMD Radeon Pro WX,DDR4,128,18,18,3.6,25.6,PrimeServer Pro Rack III Rack Server,china,4,3.6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2273
2274,Node,Flash Storage,AMD EPYC,06584ce3-c4c7-4057-aa49-a5bb73b0b199,8,NVIDIA Tesla,DDR6,8,6,6,1,1.3333333333333333,PrimeServer Rack V Rack Server,china,1.3333333333333333,1,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2274
2275,Node,External SSD,AMD EPYC,53fedac6-422d-4122-95d6-a7174c52444f,28,NVIDIA Tesla T4,DDR6,2048,26,32,8.666666666666666,682.6666666666666,ProLiant DL325 Gen10 Rack Server,china,9.333333333333334,10.666666666666666,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2275
2276,Node,External SSD,AMD EPYC,20557a71-4f62-47fb-aaac-e7785f6a5a72,28,NVIDIA Tesla T4,DDR6,2048,26,32,8.666666666666666,682.6666666666666,ProLiant DL325 Gen10 Rack Server,china,9.333333333333334,10.666666666666666,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2276
2277,Node,Cloud Storage,AMD EPYC,9d27e555-1506-4759-b0f8-23fb909f5598,20,AMD Radeon Pro WX,DDR4,128,18,18,9,64,PrimeServer Pro Rack III Rack Server,china,10,9,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2277
2278,Node,External SSD,AMD EPYC,107b2074-4833-4adb-8c3a-ae7e105ee5eb,28,NVIDIA Tesla T4,DDR6,2048,26,32,6.5,512,ProLiant DL325 Gen10 Rack Server,china,7,8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2278
2279,Node,Fusion Drive,AMD Ryzen,0ecbdcc5-1f81-429f-bbfa-77cc450336a0,16,AMD Radeon RX,DDR5,48,14,14,4.666666666666667,16,ProLiant DL380 Gen10 Rack Server,china,5.333333333333333,4.666666666666667,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2279
2280,Node,Fusion Drive,AMD Ryzen,fe16611c-de08-40da-b362-bdb17208fe9b,16,AMD Radeon RX,DDR5,48,14,14,4.666666666666667,16,ProLiant DL380 Gen10 Rack Server,china,5.333333333333333,4.666666666666667,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2280
2281,Node,USB Flash Drive,Intel Core i9,d2d32e0d-b3c4-4705-832e-e0fa4f000b31,22,NVIDIA GeForce GTX,DDR3,256,20,20,3.3333333333333335,42.666666666666664,Precision 7920 Tower Workstation,china,3.6666666666666665,3.3333333333333335,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2281
2282,Node,Flash Storage,AMD EPYC,56598a1a-4247-420f-9882-4b5439b22d95,8,NVIDIA Tesla,DDR6,8,6,6,1.5,2,PrimeServer Rack V Rack Server,china,2,1.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2282
2283,Node,Flash Memory,Intel Core i5,70c856cb-35d7-4178-93c1-0025529a5840,14,NVIDIA Quadro RTX,DDR3,32,12,12,2.4,6.4,PowerEdge R640 Rack Server,china,2.8,2.4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2283
2284,Node,SATA SSD,Intel Core i7,66f47031-23f8-482f-ae2c-0eea168e8fce,10,AMD Radeon,DDR7,16,8,8,2.6666666666666665,5.333333333333333,Precision 7920 Rack Workstation,china,3.3333333333333335,2.6666666666666665,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2284
2285,Node,Hybrid Drive,AMD Ryzen Threadripper,12d63735-42c8-4659-8aad-4721d5bfb604,12,NVIDIA GeForce RTX,DDR4,24,10,10,3.3333333333333335,8,SuperServer 10210U Rack Server,china,4,3.3333333333333335,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2285
2286,Node,Fusion Drive,AMD Ryzen,6b515019-7c63-47a6-9da3-1edae0d0fa51,16,AMD Radeon RX,DDR5,48,14,14,3.5,12,ProLiant DL380 Gen10 Rack Server,china,4,3.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2286
2287,Node,Hybrid Drive,AMD Ryzen Threadripper,70084949-f071-4ead-9639-72bdc0f1e958,12,NVIDIA GeForce RTX,DDR4,24,10,10,10,24,SuperServer 10210U Rack Server,china,12,10,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2287
2288,Node,eMMC Storage,AMD Ryzen,456c4772-ab19-49e8-84b4-10dfe5b5c978,32,NVIDIA GeForce RTX,DDR3,8196,30,64,6,1639.2,PrimeServer Rack IX Rack Server,china,6.4,12.8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2288
2289,Node,Flash Storage,AMD EPYC,9a2d643a-eb1f-4799-89c1-643ea4f8571e,8,NVIDIA Tesla,DDR6,8,6,6,1.2,1.6,PrimeServer Rack V Rack Server,china,1.6,1.2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2289
2290,Node,eMMC Storage,AMD Ryzen,110a6d2a-e561-4089-b2b7-54166501f772,32,NVIDIA GeForce RTX,DDR3,8196,30,64,15,4098,PrimeServer Rack IX Rack Server,china,16,32,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2290
2291,Node,NVMe,Intel Core i9,684049f9-21ab-4b4c-90ec-73eca655c1ec,4,AMD Radeon Pro,DDR5,4,4,4,1,1,ThinkSystem SR650 Rack Server,china,1,1,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2291
2292,Node,SSD,Intel Xeon,2e18f4fe-3843-4a8a-bd0a-d8cbda34f7f3,1,NVIDIA GeForce,DDR4,1,1,1,1,1,PowerEdge R660 Rack Server,china,1,1,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2292
2293,Node,NVMe,Intel Core i9,f04f3294-42c5-470f-976d-2899ee3b4d31,4,AMD Radeon Pro,DDR5,4,4,4,1.3333333333333333,1.3333333333333333,ThinkSystem SR650 Rack Server,china,1.3333333333333333,1.3333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2293
2294,Node,NAS Storage,Intel Xeon,d11f513c-e69b-4710-be66-f541cbbf2724,30,AMD Radeon VII,DDR4,4096,28,48,4.666666666666667,682.6666666666666,ThinkSystem SR530 Rack Server,china,5,8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2294
2295,Node,eMMC Storage,AMD Ryzen,563c277c-dbf6-40d2-b662-ea46dfffd201,32,NVIDIA GeForce RTX,DDR3,8196,30,64,5,1366,PrimeServer Rack IX Rack Server,china,5.333333333333333,10.666666666666666,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2295
2296,Node,Fusion Drive,AMD Ryzen,f1c540f3-ddac-4bed-9b56-3114c6b67452,16,AMD Radeon RX,DDR5,48,14,14,14,48,ProLiant DL380 Gen10 Rack Server,china,16,14,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2296
2297,Node,SATA HDD,Intel Core i7,7b14c3b9-44e1-4420-b203-094603c91e5f,26,AMD Radeon Pro WX,DDR7,1024,24,24,24,1024,PowerEdge R740 Rack Server,china,26,24,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2297
2298,Node,Fusion Drive,AMD Ryzen,b9bdf041-ed6f-4ae5-9021-487d4496f3c3,16,AMD Radeon RX,DDR5,48,14,14,14,48,ProLiant DL380 Gen10 Rack Server,china,16,14,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2298
2299,Node,SATA HDD,Intel Core i7,6bd47d36-32ec-4d66-8fd3-a609c94ee44d,26,AMD Radeon Pro WX,DDR7,1024,24,24,4.8,204.8,PowerEdge R740 Rack Server,china,5.2,4.8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2299
2300,Node,SATA HDD,Intel Core i7,33edb6da-49c0-4ded-a723-d2d64dff18cd,26,AMD Radeon Pro WX,DDR7,1024,24,24,12,512,PowerEdge R740 Rack Server,china,13,12,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2300
2301,Node,SATA HDD,Intel Core i7,3839dd38-39c2-433b-84d0-1c67143802bf,26,AMD Radeon Pro WX,DDR7,1024,24,24,24,1024,PowerEdge R740 Rack Server,china,26,24,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2301
2302,Node,External SSD,AMD EPYC,a6800026-685a-46d3-9597-c41063930b9d,28,NVIDIA Tesla T4,DDR6,2048,26,32,5.2,409.6,ProLiant DL325 Gen10 Rack Server,china,5.6,6.4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2302
2303,Node,HDD,AMD Ryzen,535b9cd0-c298-4458-98f9-05c9e7836776,2,NVIDIA Quadro,DDR3,2,2,2,0.6666666666666666,0.6666666666666666,ProLiant DL360 Gen10 Rack Server,china,0.6666666666666666,0.6666666666666666,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2303
2304,Node,Fusion Drive,AMD Ryzen,3c7225f3-f0e2-4259-a8bf-f2070e85d9bd,16,AMD Radeon RX,DDR5,48,14,14,4.666666666666667,16,ProLiant DL380 Gen10 Rack Server,china,5.333333333333333,4.666666666666667,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2304
2305,Node,External HDD,Intel Xeon,64336415-de85-4f60-9467-b1428fd1b5cd,18,NVIDIA Tesla V100,DDR6,64,16,16,8,32,ThinkSystem SR630 Rack Server,china,9,8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2305
2306,Node,SATA SSD,Intel Core i7,5fb010c8-5008-42ab-8446-726343dd34e1,10,AMD Radeon,DDR7,16,8,8,8,16,Precision 7920 Rack Workstation,china,10,8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2306
2307,Node,External SSD,AMD EPYC,8985da29-c93c-4e80-ab2e-135c3140d2e5,28,NVIDIA Tesla T4,DDR6,2048,26,32,26,2048,ProLiant DL325 Gen10 Rack Server,china,28,32,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2307
2308,Node,Fusion Drive,AMD Ryzen,9373a2de-df94-4be2-97be-403a6e10ae2d,16,AMD Radeon RX,DDR5,48,14,14,14,48,ProLiant DL380 Gen10 Rack Server,china,16,14,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2308
2309,Node,SATA SSD,Intel Core i7,ca88f3ba-19b6-45f8-bf28-a8739b6a2f74,10,AMD Radeon,DDR7,16,8,8,4,8,Precision 7920 Rack Workstation,china,5,4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2309
2310,Node,M.2 SSD,AMD Ryzen,744c77b5-416a-4965-b457-052a7c1505fa,24,NVIDIA Quadro RTX,DDR5,512,22,22,7.333333333333333,170.66666666666666,SuperServer 6019U Rack Server,china,8,7.333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2310
2311,Node,Cloud Storage,AMD EPYC,faa7f75e-37c4-44e5-8ec8-f64df33af697,20,AMD Radeon Pro WX,DDR4,128,18,18,6,42.666666666666664,PrimeServer Pro Rack III Rack Server,china,6.666666666666667,6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2311
2312,Node,NAS Storage,Intel Xeon,7d4285df-6fbd-49e7-b879-855f968a328e,30,AMD Radeon VII,DDR4,4096,28,48,4.666666666666667,682.6666666666666,ThinkSystem SR530 Rack Server,china,5,8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2312
2313,Node,NVMe,Intel Core i9,c67e4a50-761d-4e2e-b74a-f087d4f3d50d,4,AMD Radeon Pro,DDR5,4,4,4,0.8,0.8,ThinkSystem SR650 Rack Server,china,0.8,0.8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2313
2314,Node,NVMe,Intel Core i9,53aec3ee-53df-4dc6-a6f4-3d02936ba263,4,AMD Radeon Pro,DDR5,4,4,4,4,4,ThinkSystem SR650 Rack Server,china,4,4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2314
2315,Node,External SSD,AMD EPYC,fa9c8643-6820-4bda-9d43-f9b2ff1d8a9d,28,NVIDIA Tesla T4,DDR6,2048,26,32,13,1024,ProLiant DL325 Gen10 Rack Server,china,14,16,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2315
2316,Node,External SSD,AMD EPYC,1967b7b6-207f-437f-adc1-f96036aff1e8,28,NVIDIA Tesla T4,DDR6,2048,26,32,4.333333333333333,341.3333333333333,ProLiant DL325 Gen10 Rack Server,china,4.666666666666667,5.333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2316
2317,Node,Flash Storage,AMD EPYC,613e44e0-2324-4dd3-992b-bc4bb7683ba4,8,NVIDIA Tesla,DDR6,8,6,6,1,1.3333333333333333,PrimeServer Rack V Rack Server,china,1.3333333333333333,1,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2317
2318,Node,SSD,Intel Xeon,72e28fa8-bd9b-4154-99e8-6c5f1b9f62c5,1,NVIDIA GeForce,DDR4,1,1,1,0.5,0.5,PowerEdge R660 Rack Server,china,0.5,0.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2318
2319,Node,Fusion Drive,AMD Ryzen,b3b9e174-8157-4fbf-99f5-229843c092e7,16,AMD Radeon RX,DDR5,48,14,14,3.5,12,ProLiant DL380 Gen10 Rack Server,china,4,3.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2319
2320,Node,Flash Storage,AMD EPYC,c95b5f9f-de2a-4493-bafc-40d3803dd8d4,8,NVIDIA Tesla,DDR6,8,6,6,6,8,PrimeServer Rack V Rack Server,china,8,6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2320
2321,Node,M.2 SSD,AMD Ryzen,ca5d91fb-c649-40ba-a8f0-53f703c970da,24,NVIDIA Quadro RTX,DDR5,512,22,22,7.333333333333333,170.66666666666666,SuperServer 6019U Rack Server,china,8,7.333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2321
2322,Node,SATA HDD,Intel Core i7,75935cb7-600a-4aa4-8e03-6d847157bc07,26,AMD Radeon Pro WX,DDR7,1024,24,24,6,256,PowerEdge R740 Rack Server,china,6.5,6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2322
2323,Node,SATA SSD,Intel Core i7,950f104d-468e-4e9d-93b0-dec5c5e6b26b,10,AMD Radeon,DDR7,16,8,8,2,4,Precision 7920 Rack Workstation,china,2.5,2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2323
2324,Node,M.2 SSD,AMD Ryzen,94dee033-5a2d-4a3e-b415-1af3827ab17b,24,NVIDIA Quadro RTX,DDR5,512,22,22,4.4,102.4,SuperServer 6019U Rack Server,china,4.8,4.4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2324
2325,Node,M.2 SSD,AMD Ryzen,c6a3401f-ae39-4329-96ff-9a1786794ce4,24,NVIDIA Quadro RTX,DDR5,512,22,22,11,256,SuperServer 6019U Rack Server,china,12,11,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2325
2326,Node,Flash Storage,AMD EPYC,0be1ac29-9b69-41f1-a334-61d6cdbc635b,8,NVIDIA Tesla,DDR6,8,6,6,1.2,1.6,PrimeServer Rack V Rack Server,china,1.6,1.2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2326
2327,Node,NAS Storage,Intel Xeon,ee35d18f-9c37-4ae6-ba9f-98d943148bf8,30,AMD Radeon VII,DDR4,4096,28,48,5.6,819.2,ThinkSystem SR530 Rack Server,china,6,9.6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2327
2328,Node,Fusion Drive,AMD Ryzen,af37b256-7263-4bb6-a1d2-cb874a9ba9a8,16,AMD Radeon RX,DDR5,48,14,14,7,24,ProLiant DL380 Gen10 Rack Server,china,8,7,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2328
2329,Node,Cloud Storage,AMD EPYC,a2cddac0-fa34-48bd-8cb2-d074c4320e47,20,AMD Radeon Pro WX,DDR4,128,18,18,3.6,25.6,PrimeServer Pro Rack III Rack Server,china,4,3.6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2329
2330,Node,eMMC Storage,AMD Ryzen,e57c2f5e-5af6-4482-80f6-a6f3d39ede37,32,NVIDIA GeForce RTX,DDR3,8196,30,64,15,4098,PrimeServer Rack IX Rack Server,china,16,32,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2330
2331,Node,Fusion Drive,AMD Ryzen,82368fe0-315a-432f-9da7-97eddf91a1ab,16,AMD Radeon RX,DDR5,48,14,14,3.5,12,ProLiant DL380 Gen10 Rack Server,china,4,3.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2331
2332,Node,Fusion Drive,AMD Ryzen,0ba5a3d3-021f-488c-9122-2febc062c4f9,16,AMD Radeon RX,DDR5,48,14,14,2.3333333333333335,8,ProLiant DL380 Gen10 Rack Server,china,2.6666666666666665,2.3333333333333335,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2332
2333,Node,External HDD,Intel Xeon,4acf557f-0f8b-4dcf-ae3a-94d5a10d681f,18,NVIDIA Tesla V100,DDR6,64,16,16,2.6666666666666665,10.666666666666666,ThinkSystem SR630 Rack Server,china,3,2.6666666666666665,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2333
2334,Node,External HDD,Intel Xeon,66e72d29-6986-4015-9000-edcf6f794f78,18,NVIDIA Tesla V100,DDR6,64,16,16,16,64,ThinkSystem SR630 Rack Server,china,18,16,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2334
